run_id,file,bytes,sha256
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/summary.json,82596,bd4c0f3b4068856332ed14e93ffcaa97b91ca328e80092144cb0c85855ff5e64
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/semantic_rules.jsonl,9316799,55942df74d3a0cc241917e48a8bf7c8bc8ac3673d1f85a5cf4f72aba3243f9e7
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_retrieval.jsonl,22912167,9b5a9ab6f42384b71a9bbc34aeb8faf32143071baf89366eeaddb0e843350078
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/actions.jsonl,18338679,33e134caabe65e07d472d140612511e16c85344b0f21d9a6bae888dc2271de3d
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/dense_log.pkl,17829511,427070d59a076e036b8648dd58469479e381b105dc18ebdd9f0fcea641934921
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_6.pkl,142970,2caa9c0b6993d84ff6dae3781036e258fa8eefd1dba5d7a7a86abbb2b6620002
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_12.pkl,309125,450fe9dce2603c7e666c5b96c4633c85858ae783bff244092fbb9e57cf3b2c17
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_18.pkl,476238,fc4fa198fdbe74b23b0d60d2dd6b2586c67220d616d79d15b9bd7075d82cd0da
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_24.pkl,640115,946a7ca0271685fe6074c5dd848f10c4102874a75cbb81c6e35797db2cde25c9
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_30.pkl,664961,953677ccd248ca56bb5ed9c33c8c4a091d8ab56e563cd89b433fa1eea078fd71
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_36.pkl,660213,45dbcdfe5d3588daf2f6bf8a70c3870ffaec2b91bc62b7bf510aa8d36a2f459e
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_42.pkl,657497,b5ec00b3073665ff6f50107b07946ea6536206bc18266040cfdab306c13d40c4
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_48.pkl,658460,bc109d9cde9f53bcdec40d41d525320b32a9e78db5491853885b6e7a8e1f7eac
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_54.pkl,650851,3a979ef6369ba621c173dc707d798c7567d0cdd09deaf47ff871eb015bd141e5
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_60.pkl,642518,064f1a0fdc9c94feedb2f0a588edc6d320538a4d6704bd66316cd8b3e22df7a1
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_66.pkl,662297,8e6360c57d101b1be53997dfc2848f134eb9bd3c500dec66f1509e6808dc4fe6
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_72.pkl,666266,ac80f2c3c2ad2183c25dcf3d7c615688324557fe857e23583e7d951676a1a9fb
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_78.pkl,681237,21612f6f44c0b356ebfb18661a2493327f43fcb01c3c340d7115e666a8e08d2e
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_84.pkl,694863,decc66c593e411fc0cb5d7df4209947b655e14a82f130169991d83437800fc96
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_90.pkl,701521,6f812aee2eee05a8adb626ba3b566dce05e92fbb3710598aac64b7c0f01a95eb
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_96.pkl,715325,0fe813855abf7a0251e11b173d3ce1febe5d671d308d994a7545ff7fe49ccec9
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_102.pkl,725778,820c7266f8b447de9039a18d5840df6444ffb0e491ac8e7a7fc82358fc3fc7bc
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_108.pkl,739420,a5c14c218e924b15fb135ccfb13a597f44d1fc3c820b7e09154b7e57c5ad29f8
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_114.pkl,755814,e91da28c98dae970625d90173977810bc2d08cd4cc8b9af74abd9e89161cf098
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_120.pkl,771943,d77276ac725775a1e0619fa3fd2b16d3d6b4c454743aeb01900bfb161daa59bf
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_126.pkl,791416,4db5543a36a6ba23427e0556ca6248b1322bcdb153263c93bddf4f3b9be5b0cf
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_132.pkl,808495,d62b53233741187a1f32492e6f876960d8bfa3d2bc509ee7aece7c5e8be5decb
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_138.pkl,826114,613f0fd185f145d528e22784136253d897b0f6ff082ba9499112dbc00b820776
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_144.pkl,841024,642972cb9ea67415d413b43696b616c97f4f0c5c0211cc4f30c86abe9bf82183
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_150.pkl,854990,ce20998185e4f2837fb7587f1d559391877ce7dd314a87816a3d3d5fce87ce3d
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_156.pkl,870537,1b5b5c76058b1f8e3665834aa136426da47387ef9cf4d84371d5fce70219b5a9
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_162.pkl,886469,eaab84e0132db31e416ed066ad13682f58fcb0254f18a391f1e843a37dc467df
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_168.pkl,902394,f6b38bc7ea8222219f0539a358db9b57ce471cbf33ebbf0e58c1c62ba3429ac6
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_174.pkl,921871,f22cd2d4712d4cce6a6fe5dd99291693a3c2120205df721f63abdf5df6de1656
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_180.pkl,940936,28b8ecc1c67104c2cefdf1760a0cbc819242e8ad259f495359986086e784bec7
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_186.pkl,958484,27e9b1add250066fc564cb5e3dd2d93988d36eebef5a2bde884dc390ae92ca31
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_192.pkl,969242,77c078ec4138b95e62d4a14a3d96622268135958f94ae07f01a34b6d92f4277f
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_198.pkl,977486,f9ef6f8f6c8860ed4645da49b723ebf05128444a29cc45165e8234f82ea0a0f7
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_204.pkl,981714,8c4d059c7036e2f1b1756bd13aac6eae4f5b71a44db0926e91c72d2326e5e84e
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_210.pkl,973395,307ac77a2b2507a56a12a03f8df76eb237312d0a99d8b07def4deb2ae07079f7
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_216.pkl,963018,6c27715e40c9056da1b2d0a95afcee28cc993716ab622fa8d3ccda241e520e9a
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_222.pkl,961461,dd3d2761283cdeb60bc9c6960f8db074fd3fbe1cd442aadda146b9539ecdf240
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_228.pkl,958170,2867db1f80b1389108bbf2a76b05c50440b798356bf70c0dc197f3078e9fc430
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_234.pkl,967115,c8f915eaaca17f96578f697fbe73c6b4e1bcfa89d2e3ec5f46320c9b321f8012
E1:gpt-4o:E1_finevo:seed13,data/openai-gpt-4o-E1_finevo-seed13-100agents-240months/memory_240.pkl,975815,b2e14a890a29c9e590929f858d594fca22e650300e514103a4dba78dad097054
E1:google/gemini-3-flash-preview:E1_finevo:seed13,data/thirdparty-google_gemini-3-flash-preview-E1_finevo-seed13-100agents-240months/summary.json,82622,be305aa3a92121d32d500d8c604c8f1b90383561004135a78a72fe693061dadb
E1:google/gemini-3-flash-preview:E1_finevo:seed13,data/thirdparty-google_gemini-3-flash-preview-E1_finevo-seed13-100agents-240months/semantic_rules.jsonl,10117680,0b08b8a2d908f9de97b5b63143602d202e4a0e68f2ad13e7b10d55ccdd90f601
E1:google/gemini-3-flash-preview:E1_finevo:seed13,data/thirdparty-google_gemini-3-flash-preview-E1_finevo-seed13-100agents-240months/memory_retrieval.jsonl,23898663,be28324605cfb528d36779006f71770fe5316cc26f49b3724cb4b0fc97b99f35
