run_id,status,stage_id,model_id,arm_id,narrative_id,environment_seed,scientific_eligible,artifact_kind,metric_path,metric_value_json
finevo-pilot-v2.10--parent-import--qref_scripted--parent-import--none--provider-preflight-default--s2010922376,complete,parent-import,qref_scripted,parent-import,none,2010922376,False,terminal-summary,,null
finevo-pilot-v2.10--q-ref-resolution--qref_scripted--qref-scripted--none--provider-preflight-default--s2010922376,integrity-stopped,q-ref-resolution,qref_scripted,qref-scripted,none,2010922376,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--center--s1942013315,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,1942013315,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--center--s760687867,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,760687867,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--psi-1--s1942013315,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,1942013315,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--psi-1--s760687867,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,760687867,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--psi-4--s1942013315,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,1942013315,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--psi-4--s760687867,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,760687867,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--nu-0.5--s1942013315,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,1942013315,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--nu-0.5--s760687867,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,760687867,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--nu-2--s1942013315,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,1942013315,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--nu-2--s760687867,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,760687867,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--q0-0.5x--s1942013315,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,1942013315,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--q0-0.5x--s760687867,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,760687867,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--q0-2x--s1942013315,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,1942013315,False,,,null
finevo-pilot-v2.10--stage0-calibration--llama33_local_controlled--stage0-no-memory-no-context--none--q0-2x--s760687867,integrity-stopped,stage0-calibration,llama33_local_controlled,stage0-no-memory-no-context,none,760687867,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--full--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-c,llama33_local_controlled,full,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--full--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-c,llama33_local_controlled,full,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--full--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-c,llama33_local_controlled,full,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--full--none--stage0-selected--s959809858,integrity-stopped,local-experiment-c,llama33_local_controlled,full,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--full--none--stage0-selected--s617806385,integrity-stopped,local-experiment-c,llama33_local_controlled,full,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--unverified-dual--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-c,llama33_local_controlled,unverified-dual,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--unverified-dual--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-c,llama33_local_controlled,unverified-dual,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--unverified-dual--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-c,llama33_local_controlled,unverified-dual,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--unverified-dual--none--stage0-selected--s959809858,integrity-stopped,local-experiment-c,llama33_local_controlled,unverified-dual,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--unverified-dual--none--stage0-selected--s617806385,integrity-stopped,local-experiment-c,llama33_local_controlled,unverified-dual,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--verified-error-candidate--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-c,llama33_local_controlled,verified-error-candidate,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--verified-error-candidate--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-c,llama33_local_controlled,verified-error-candidate,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--verified-error-candidate--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-c,llama33_local_controlled,verified-error-candidate,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--verified-error-candidate--none--stage0-selected--s959809858,integrity-stopped,local-experiment-c,llama33_local_controlled,verified-error-candidate,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--verified-error-candidate--none--stage0-selected--s617806385,integrity-stopped,local-experiment-c,llama33_local_controlled,verified-error-candidate,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--verified-error-forced--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-c,llama33_local_controlled,verified-error-forced,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--verified-error-forced--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-c,llama33_local_controlled,verified-error-forced,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--verified-error-forced--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-c,llama33_local_controlled,verified-error-forced,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--verified-error-forced--none--stage0-selected--s959809858,integrity-stopped,local-experiment-c,llama33_local_controlled,verified-error-forced,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--verified-error-forced--none--stage0-selected--s617806385,integrity-stopped,local-experiment-c,llama33_local_controlled,verified-error-forced,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--unverified-error-forced--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-c,llama33_local_controlled,unverified-error-forced,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--unverified-error-forced--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-c,llama33_local_controlled,unverified-error-forced,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--unverified-error-forced--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-c,llama33_local_controlled,unverified-error-forced,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--unverified-error-forced--none--stage0-selected--s959809858,integrity-stopped,local-experiment-c,llama33_local_controlled,unverified-error-forced,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-c--llama33_local_controlled--unverified-error-forced--none--stage0-selected--s617806385,integrity-stopped,local-experiment-c,llama33_local_controlled,unverified-error-forced,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--no-context--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-a,llama33_local_controlled,no-context,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--no-context--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-a,llama33_local_controlled,no-context,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--no-context--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-a,llama33_local_controlled,no-context,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--no-context--none--stage0-selected--s959809858,integrity-stopped,local-experiment-a,llama33_local_controlled,no-context,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--no-context--none--stage0-selected--s617806385,integrity-stopped,local-experiment-a,llama33_local_controlled,no-context,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--prompt-only--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-a,llama33_local_controlled,prompt-only,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--prompt-only--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-a,llama33_local_controlled,prompt-only,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--prompt-only--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-a,llama33_local_controlled,prompt-only,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--prompt-only--none--stage0-selected--s959809858,integrity-stopped,local-experiment-a,llama33_local_controlled,prompt-only,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--prompt-only--none--stage0-selected--s617806385,integrity-stopped,local-experiment-a,llama33_local_controlled,prompt-only,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--retrieval-only--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-a,llama33_local_controlled,retrieval-only,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--retrieval-only--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-a,llama33_local_controlled,retrieval-only,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--retrieval-only--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-a,llama33_local_controlled,retrieval-only,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--retrieval-only--none--stage0-selected--s959809858,integrity-stopped,local-experiment-a,llama33_local_controlled,retrieval-only,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--retrieval-only--none--stage0-selected--s617806385,integrity-stopped,local-experiment-a,llama33_local_controlled,retrieval-only,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--full--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-a,llama33_local_controlled,full,none,1099057501,False,,,null
